transacao_id,cliente_id,data_compra,valor_compra,meio_pagamento,campanha
2470,899,2028-10-05,105,cartão,black_friday
2471,416,2028-10-06,94,cartão,sem_campanha
2472,163,2028-10-07,175,cartão,black_friday
2473,787,2028-10-08,143,cartão,volta_as_aulas
2474,910,2028-10-09,53,cartão,black_friday
2475,688,2028-10-10,104,cartão,sem_campanha
2476,982,2028-10-11,140,cartão,sem_campanha
2477,337,2028-10-12,142,boleto,sem_campanha
2478,379,2028-10-13,154,cartão,dia_pais
2479,324,2028-10-14,84,pix,ano_novo
2480,173,2028-10-15,143,cartão,sem_campanha
2481,1000,2028-10-16,197,cartão,dia_maes
2482,787,2028-10-17,5,cartão,volta_as_aulas
2483,64,2028-10-18,135,boleto,sem_campanha
2484,101,2028-10-19,66,boleto,dia_pais
2485,322,2028-10-20,148,cartão,black_friday
2486,975,2028-10-21,74,cartão,ano_novo
2487,66,2028-10-22,156,cartão,sem_campanha
2488,843,2028-10-23,231,cartão,sem_campanha
2489,557,2028-10-24,101,cartão,black_friday
2490,599,2028-10-25,108,cartão,ano_novo
2491,458,2028-10-26,126,cartão,volta_as_aulas
2492,579,2028-10-27,165,cartão,dia_maes
2493,453,2028-10-28,99,cartão,sem_campanha
2494,259,2028-10-29,130,cartão,natal
2495,934,2028-10-30,116,cartão,dia_maes
2496,717,2028-10-31,126,cartão,sem_campanha
2497,426,2028-11-01,166,boleto,volta_as_aulas
2498,979,2028-11-02,177,cartão,sem_campanha
2499,936,2028-11-03,76,cartão,dia_pais
2500,178,2028-11-04,166,cartão,volta_as_aulas
2501,931,2028-11-05,307,boleto,dia_pais
2502,280,2028-11-06,227,cartão,dia_maes
2503,344,2028-11-07,117,pix,sem_campanha
2504,17,2028-11-08,156,cartão,sem_campanha
2505,296,2028-11-09,148,cartão,dia_pais
2506,202,2028-11-10,172,cartão,sem_campanha
2507,962,2028-11-11,128,cartão,sem_campanha
2508,684,2028-11-12,136,cartão,black_friday
2509,919,2028-11-13,113,cartão,dia_maes
2510,774,2028-11-14,204,cartão,dia_maes
2511,194,2028-11-15,165,cartão,sem_campanha
2512,149,2028-11-16,165,cartão,natal
2513,375,2028-11-17,210,cartão,dia_pais
2514,888,2028-11-18,211,cartão,ano_novo
2515,35,2028-11-19,202,cartão,sem_campanha
2516,369,2028-11-20,210,cartão,sem_campanha
2517,29,2028-11-21,228,cartão,volta_as_aulas
2518,775,2028-11-22,101,cartão,ano_novo
2519,221,2028-11-23,135,cartão,sem_campanha
2520,53,2028-11-24,185,cartão,dia_maes
2521,933,2028-11-25,105,cartão,dia_maes
2522,791,2028-11-26,131,cartão,sem_campanha
2523,353,2028-11-27,159,pix,sem_campanha
2524,392,2028-11-28,138,cartão,volta_as_aulas
2525,76,2028-11-29,153,cartão,dia_maes
2526,494,2028-11-30,92,boleto,sem_campanha
2527,688,2028-12-01,148,cartão,sem_campanha
2528,522,2028-12-02,156,boleto,sem_campanha
2529,975,2028-12-03,230,cartão,sem_campanha
2530,117,2028-12-04,136,cartão,dia_maes
2531,280,2028-12-05,117,cartão,sem_campanha
2532,730,2028-12-06,185,pix,natal
2533,175,2028-12-07,-8,cartão,sem_campanha
2534,746,2028-12-08,134,cartão,sem_campanha
2535,949,2028-12-09,124,cartão,ano_novo
2536,764,2028-12-10,163,cartão,sem_campanha
2537,295,2028-12-11,212,cartão,natal
2538,451,2028-12-12,227,cartão,black_friday
2539,834,2028-12-13,162,cartão,dia_pais
2540,518,2028-12-14,72,cartão,sem_campanha
2541,21,2028-12-15,124,boleto,volta_as_aulas
2542,73,2028-12-16,129,cartão,dia_maes
2543,842,2028-12-17,168,boleto,sem_campanha
2544,36,2028-12-18,152,cartão,dia_maes
2545,507,2028-12-19,115,cartão,sem_campanha
2546,899,2028-12-20,87,cartão,volta_as_aulas
2547,233,2028-12-21,106,cartão,volta_as_aulas
2548,728,2028-12-22,104,cartão,dia_maes
2549,982,2028-12-23,231,boleto,sem_campanha
2550,497,2028-12-24,111,cartão,black_friday
2551,206,2028-12-25,153,cartão,natal
2552,426,2028-12-26,198,cartão,sem_campanha
2553,941,2028-12-27,159,cartão,sem_campanha
2554,44,2028-12-28,95,cartão,black_friday
2555,91,2028-12-29,199,boleto,sem_campanha
2556,929,2028-12-30,167,cartão,sem_campanha
2557,828,2028-12-31,40,cartão,ano_novo
2558,470,2029-01-01,212,cartão,volta_as_aulas
2559,605,2029-01-02,193,cartão,dia_pais
2560,467,2029-01-03,166,boleto,dia_pais
2561,851,2029-01-04,231,cartão,sem_campanha
2562,454,2029-01-05,192,cartão,black_friday
2563,595,2029-01-06,206,pix,ano_novo
2564,333,2029-01-07,201,cartão,dia_maes
2565,507,2029-01-08,187,cartão,volta_as_aulas
2566,794,2029-01-09,60,cartão,ano_novo
2567,470,2029-01-10,66,cartão,sem_campanha
2568,21,2029-01-11,192,cartão,ano_novo
2569,228,2029-01-12,211,cartão,dia_maes
2570,376,2029-01-13,114,boleto,black_friday
2571,130,2029-01-14,94,cartão,sem_campanha
2572,687,2029-01-15,163,cartão,ano_novo
2573,620,2029-01-16,77,cartão,sem_campanha
2574,414,2029-01-17,141,cartão,volta_as_aulas
2575,795,2029-01-18,132,cartão,sem_campanha
2576,71,2029-01-19,138,boleto,sem_campanha
2577,404,2029-01-20,244,cartão,black_friday
2578,562,2029-01-21,118,cartão,sem_campanha
2579,607,2029-01-22,152,cartão,black_friday
2580,791,2029-01-23,84,pix,volta_as_aulas
2581,397,2029-01-24,197,cartão,volta_as_aulas
2582,337,2029-01-25,141,cartão,sem_campanha
2583,644,2029-01-26,208,cartão,dia_pais
2584,505,2029-01-27,27,boleto,sem_campanha
2585,910,2029-01-28,147,boleto,dia_pais
2586,276,2029-01-29,156,boleto,dia_pais
2587,892,2029-01-30,195,pix,dia_maes
2588,13,2029-01-31,117,cartão,sem_campanha
2589,3,2029-02-01,189,cartão,black_friday
2590,986,2029-02-02,123,cartão,dia_pais
2591,986,2029-02-03,154,cartão,dia_maes
2592,978,2029-02-04,196,cartão,dia_maes
2593,224,2029-02-05,103,boleto,black_friday
2594,974,2029-02-06,187,cartão,natal
2595,175,2029-02-07,166,cartão,volta_as_aulas
2596,899,2029-02-08,133,boleto,ano_novo
2597,385,2029-02-09,116,cartão,dia_maes
2598,602,2029-02-10,44,cartão,sem_campanha
2599,920,2029-02-11,145,cartão,dia_pais
2600,241,2029-02-12,133,cartão,dia_pais
2601,547,2029-02-13,181,pix,sem_campanha
2602,14,2029-02-14,176,cartão,ano_novo
2603,195,2029-02-15,203,boleto,sem_campanha
2604,397,2029-02-16,205,cartão,dia_pais
2605,431,2029-02-17,307,cartão,sem_campanha
2606,306,2029-02-18,175,cartão,sem_campanha
2607,334,2029-02-19,106,cartão,sem_campanha
2608,725,2029-02-20,191,cartão,sem_campanha
2609,410,2029-02-21,230,cartão,black_friday
2610,3,2029-02-22,173,cartão,black_friday
2611,691,2029-02-23,43,cartão,sem_campanha
2612,552,2029-02-24,177,cartão,dia_pais
2613,452,2029-02-25,118,cartão,sem_campanha
2614,676,2029-02-26,83,cartão,black_friday
2615,819,2029-02-27,159,cartão,sem_campanha
2616,747,2029-02-28,73,pix,natal
2617,769,2029-03-01,201,pix,dia_maes
2618,872,2029-03-02,186,boleto,sem_campanha
2619,495,2029-03-03,145,boleto,black_friday
2620,417,2029-03-04,122,cartão,dia_pais
2621,391,2029-03-05,140,cartão,black_friday
2622,373,2029-03-06,99,boleto,sem_campanha
2623,628,2029-03-07,146,cartão,sem_campanha
2624,52,2029-03-08,7,cartão,sem_campanha
2625,376,2029-03-09,154,boleto,ano_novo
2626,395,2029-03-10,155,cartão,dia_pais
2627,923,2029-03-11,192,cartão,black_friday
2628,142,2029-03-12,164,cartão,dia_maes
2629,86,2029-03-13,198,cartão,ano_novo
2630,464,2029-03-14,177,boleto,sem_campanha
2631,46,2029-03-15,201,cartão,dia_maes
2632,844,2029-03-16,281,pix,natal
2633,238,2029-03-17,171,boleto,dia_maes
2634,10,2029-03-18,159,cartão,dia_pais
2635,664,2029-03-19,209,cartão,natal
2636,573,2029-03-20,126,cartão,natal
2637,530,2029-03-21,144,pix,black_friday
2638,598,2029-03-22,171,cartão,sem_campanha
2639,649,2029-03-23,153,boleto,dia_maes
2640,913,2029-03-24,153,cartão,sem_campanha
2641,742,2029-03-25,194,cartão,volta_as_aulas
2642,640,2029-03-26,65,pix,sem_campanha
2643,616,2029-03-27,251,cartão,black_friday
2644,698,2029-03-28,174,cartão,ano_novo
2645,909,2029-03-29,129,cartão,dia_maes
2646,178,2029-03-30,231,boleto,black_friday
2647,869,2029-03-31,155,boleto,sem_campanha
2648,6,2029-04-01,156,boleto,sem_campanha
2649,853,2029-04-02,139,cartão,dia_maes
2650,307,2029-04-03,223,cartão,volta_as_aulas
2651,548,2029-04-04,149,cartão,dia_pais
2652,327,2029-04-05,122,cartão,sem_campanha
2653,356,2029-04-06,199,cartão,sem_campanha
2654,793,2029-04-07,209,cartão,black_friday
2655,395,2029-04-08,230,cartão,natal
2656,300,2029-04-09,181,boleto,volta_as_aulas
2657,526,2029-04-10,207,boleto,volta_as_aulas
2658,749,2029-04-11,137,pix,ano_novo
2659,285,2029-04-12,201,cartão,sem_campanha
2660,330,2029-04-13,187,cartão,sem_campanha
2661,50,2029-04-14,176,cartão,dia_pais
2662,773,2029-04-15,72,cartão,sem_campanha
2663,968,2029-04-16,130,cartão,black_friday
2664,622,2029-04-17,147,pix,ano_novo
2665,709,2029-04-18,176,cartão,sem_campanha
2666,378,2029-04-19,270,cartão,ano_novo
2667,764,2029-04-20,192,cartão,volta_as_aulas
2668,600,2029-04-21,109,cartão,natal
2669,1000,2029-04-22,125,cartão,sem_campanha
2670,825,2029-04-23,219,cartão,dia_pais
2671,538,2029-04-24,123,cartão,sem_campanha
2672,774,2029-04-25,200,cartão,natal
2673,144,2029-04-26,155,cartão,black_friday
2674,60,2029-04-27,141,cartão,dia_pais
2675,868,2029-04-28,124,cartão,dia_maes
2676,780,2029-04-29,-2,cartão,sem_campanha
2677,75,2029-04-30,176,pix,sem_campanha
2678,3,2029-05-01,97,cartão,ano_novo
2679,575,2029-05-02,79,cartão,black_friday
2680,748,2029-05-03,162,boleto,dia_maes
2681,448,2029-05-04,201,cartão,sem_campanha
2682,958,2029-05-05,65,boleto,natal
2683,741,2029-05-06,200,pix,sem_campanha
2684,902,2029-05-07,104,cartão,black_friday
2685,275,2029-05-08,182,boleto,sem_campanha
2686,530,2029-05-09,178,cartão,sem_campanha
2687,592,2029-05-10,139,cartão,volta_as_aulas
2688,215,2029-05-11,151,boleto,sem_campanha
2689,683,2029-05-12,130,pix,sem_campanha
2690,485,2029-05-13,163,cartão,sem_campanha
2691,329,2029-05-14,162,cartão,volta_as_aulas
2692,255,2029-05-15,103,cartão,dia_maes
2693,387,2029-05-16,82,cartão,sem_campanha
2694,126,2029-05-17,200,cartão,sem_campanha
2695,767,2029-05-18,160,pix,sem_campanha
2696,584,2029-05-19,193,cartão,ano_novo
2697,550,2029-05-20,116,cartão,natal
2698,324,2029-05-21,108,cartão,sem_campanha
2699,204,2029-05-22,99,cartão,natal
2700,172,2029-05-23,140,cartão,sem_campanha
2701,735,2029-05-24,161,cartão,dia_maes
2702,217,2029-05-25,122,boleto,dia_pais
2703,245,2029-05-26,228,cartão,volta_as_aulas
2704,336,2029-05-27,117,cartão,sem_campanha
2705,703,2029-05-28,162,boleto,sem_campanha
2706,298,2029-05-29,105,cartão,sem_campanha
2707,832,2029-05-30,116,cartão,dia_pais
2708,182,2029-05-31,145,boleto,black_friday
2709,334,2029-06-01,108,cartão,sem_campanha
2710,511,2029-06-02,154,cartão,volta_as_aulas
2711,383,2029-06-03,172,boleto,sem_campanha
2712,717,2029-06-04,204,pix,sem_campanha
2713,873,2029-06-05,96,cartão,volta_as_aulas
2714,199,2029-06-06,158,cartão,sem_campanha
2715,332,2029-06-07,146,cartão,sem_campanha
2716,165,2029-06-08,57,cartão,sem_campanha
2717,242,2029-06-09,93,cartão,ano_novo
2718,900,2029-06-10,173,pix,sem_campanha
2719,642,2029-06-11,82,cartão,volta_as_aulas
2720,227,2029-06-12,146,cartão,black_friday
2721,634,2029-06-13,43,cartão,natal
2722,556,2029-06-14,144,pix,natal
2723,451,2029-06-15,47,cartão,natal
2724,196,2029-06-16,119,cartão,black_friday
2725,870,2029-06-17,128,boleto,sem_campanha
2726,204,2029-06-18,156,cartão,ano_novo
2727,979,2029-06-19,137,cartão,dia_pais
2728,458,2029-06-20,88,cartão,volta_as_aulas
2729,830,2029-06-21,89,pix,volta_as_aulas
2730,257,2029-06-22,69,pix,black_friday
2731,529,2029-06-23,160,cartão,dia_maes
2732,272,2029-06-24,158,cartão,sem_campanha
2733,9,2029-06-25,183,cartão,sem_campanha
2734,761,2029-06-26,124,cartão,ano_novo
2735,949,2029-06-27,63,boleto,volta_as_aulas
2736,201,2029-06-28,134,cartão,dia_maes
2737,59,2029-06-29,150,boleto,volta_as_aulas
2738,887,2029-06-30,91,cartão,ano_novo
2739,393,2029-07-01,96,boleto,sem_campanha
2740,652,2029-07-02,172,pix,natal
2741,119,2029-07-03,155,cartão,sem_campanha
2742,553,2029-07-04,206,cartão,dia_pais
2743,399,2029-07-05,236,cartão,ano_novo
2744,834,2029-07-06,74,boleto,sem_campanha
2745,331,2029-07-07,129,cartão,volta_as_aulas
2746,267,2029-07-08,156,boleto,ano_novo
2747,520,2029-07-09,168,cartão,natal
2748,695,2029-07-10,200,cartão,volta_as_aulas
2749,480,2029-07-11,186,cartão,dia_maes
2750,134,2029-07-12,206,pix,black_friday
2751,693,2029-07-13,153,cartão,natal
2752,916,2029-07-14,118,cartão,sem_campanha
2753,935,2029-07-15,247,pix,natal
2754,355,2029-07-16,157,boleto,natal
2755,584,2029-07-17,137,boleto,ano_novo
2756,498,2029-07-18,96,cartão,sem_campanha
2757,625,2029-07-19,157,cartão,sem_campanha
2758,107,2029-07-20,200,cartão,sem_campanha
2759,290,2029-07-21,124,boleto,ano_novo
2760,825,2029-07-22,143,cartão,volta_as_aulas
2761,629,2029-07-23,162,cartão,sem_campanha
2762,632,2029-07-24,173,boleto,dia_maes
2763,147,2029-07-25,137,cartão,black_friday
2764,327,2029-07-26,130,cartão,dia_pais
2765,415,2029-07-27,124,cartão,dia_maes
2766,210,2029-07-28,94,cartão,sem_campanha
2767,296,2029-07-29,111,cartão,ano_novo
2768,398,2029-07-30,110,boleto,natal
2769,103,2029-07-31,72,boleto,sem_campanha
2770,636,2029-08-01,199,cartão,ano_novo
2771,757,2029-08-02,167,cartão,volta_as_aulas
2772,508,2029-08-03,157,cartão,sem_campanha
2773,891,2029-08-04,215,pix,black_friday
2774,868,2029-08-05,185,cartão,sem_campanha
2775,209,2029-08-06,110,pix,dia_pais
2776,933,2029-08-07,208,boleto,sem_campanha
2777,428,2029-08-08,198,cartão,sem_campanha
2778,393,2029-08-09,94,cartão,ano_novo
2779,826,2029-08-10,195,cartão,black_friday
2780,916,2029-08-11,126,cartão,black_friday
2781,109,2029-08-12,199,cartão,dia_pais
2782,889,2029-08-13,133,cartão,sem_campanha
2783,348,2029-08-14,123,cartão,dia_maes
2784,50,2029-08-15,128,cartão,dia_pais
2785,916,2029-08-16,101,cartão,sem_campanha
2786,105,2029-08-17,75,cartão,natal
2787,420,2029-08-18,25,cartão,sem_campanha
2788,373,2029-08-19,97,boleto,dia_maes
2789,27,2029-08-20,281,boleto,black_friday
2790,968,2029-08-21,173,cartão,natal
2791,800,2029-08-22,243,cartão,sem_campanha
2792,769,2029-08-23,134,cartão,volta_as_aulas
2793,273,2029-08-24,126,cartão,dia_maes
2794,649,2029-08-25,235,cartão,ano_novo
2795,340,2029-08-26,168,pix,sem_campanha
2796,301,2029-08-27,102,cartão,dia_pais
2797,480,2029-08-28,181,cartão,sem_campanha
2798,834,2029-08-29,212,boleto,dia_maes
2799,544,2029-08-30,78,cartão,natal
2800,557,2029-08-31,173,cartão,ano_novo
2801,265,2029-09-01,81,boleto,natal
2802,542,2029-09-02,209,cartão,sem_campanha
2803,596,2029-09-03,161,cartão,black_friday
2804,166,2029-09-04,181,boleto,sem_campanha
2805,316,2029-09-05,139,boleto,dia_maes
2806,1,2029-09-06,60,pix,sem_campanha
2807,761,2029-09-07,127,boleto,black_friday
2808,261,2029-09-08,196,cartão,sem_campanha
2809,63,2029-09-09,249,boleto,natal
2810,483,2029-09-10,164,pix,sem_campanha
2811,676,2029-09-11,115,pix,ano_novo
2812,321,2029-09-12,176,boleto,volta_as_aulas
2813,846,2029-09-13,191,cartão,dia_maes
2814,201,2029-09-14,156,boleto,sem_campanha
2815,222,2029-09-15,153,cartão,natal
2816,152,2029-09-16,160,cartão,sem_campanha
2817,644,2029-09-17,152,cartão,volta_as_aulas
2818,626,2029-09-18,164,pix,sem_campanha
2819,462,2029-09-19,241,cartão,sem_campanha
2820,217,2029-09-20,48,boleto,natal
2821,196,2029-09-21,138,cartão,volta_as_aulas
2822,793,2029-09-22,103,cartão,black_friday
2823,202,2029-09-23,209,cartão,dia_maes
2824,995,2029-09-24,142,cartão,dia_pais
2825,647,2029-09-25,177,boleto,sem_campanha
2826,234,2029-09-26,221,cartão,sem_campanha
2827,141,2029-09-27,95,cartão,black_friday
2828,708,2029-09-28,123,cartão,ano_novo
2829,498,2029-09-29,216,cartão,dia_maes
2830,555,2029-09-30,93,cartão,dia_pais
2831,57,2029-10-01,125,cartão,black_friday
2832,932,2029-10-02,69,cartão,sem_campanha
2833,504,2029-10-03,218,cartão,sem_campanha
2834,142,2029-10-04,120,cartão,dia_maes
2835,722,2029-10-05,167,pix,dia_pais
2836,584,2029-10-06,183,boleto,dia_maes
2837,736,2029-10-07,109,cartão,sem_campanha
2838,539,2029-10-08,54,cartão,black_friday
2839,640,2029-10-09,139,cartão,ano_novo
2840,106,2029-10-10,138,cartão,sem_campanha
2841,165,2029-10-11,146,cartão,natal
2842,215,2029-10-12,147,cartão,ano_novo
2843,71,2029-10-13,125,cartão,black_friday
2844,716,2029-10-14,123,pix,sem_campanha
2845,665,2029-10-15,164,pix,dia_maes
2846,579,2029-10-16,108,cartão,sem_campanha
2847,90,2029-10-17,145,cartão,sem_campanha
2848,772,2029-10-18,121,cartão,sem_campanha
2849,874,2029-10-19,164,cartão,volta_as_aulas
2850,228,2029-10-20,205,cartão,sem_campanha
2851,79,2029-10-21,207,pix,natal
2852,608,2029-10-22,214,boleto,dia_pais
2853,349,2029-10-23,133,cartão,black_friday
2854,842,2029-10-24,137,boleto,sem_campanha
2855,981,2029-10-25,86,cartão,sem_campanha
2856,894,2029-10-26,132,cartão,sem_campanha
2857,246,2029-10-27,134,cartão,sem_campanha
2858,272,2029-10-28,119,cartão,sem_campanha
2859,403,2029-10-29,118,boleto,sem_campanha
2860,669,2029-10-30,65,boleto,sem_campanha
2861,116,2029-10-31,82,cartão,volta_as_aulas
2862,435,2029-11-01,152,boleto,natal
2863,530,2029-11-02,154,pix,volta_as_aulas
2864,442,2029-11-03,174,cartão,ano_novo
2865,172,2029-11-04,137,cartão,sem_campanha
2866,16,2029-11-05,150,boleto,sem_campanha
2867,961,2029-11-06,212,pix,sem_campanha
2868,752,2029-11-07,147,cartão,dia_pais
2869,898,2029-11-08,118,cartão,natal
2870,56,2029-11-09,90,cartão,dia_maes
2871,591,2029-11-10,189,boleto,natal
2872,103,2029-11-11,64,pix,dia_pais
2873,284,2029-11-12,108,cartão,sem_campanha
2874,705,2029-11-13,170,cartão,volta_as_aulas
2875,517,2029-11-14,54,pix,ano_novo
2876,618,2029-11-15,119,cartão,natal
2877,278,2029-11-16,156,boleto,volta_as_aulas
2878,885,2029-11-17,130,cartão,sem_campanha
2879,612,2029-11-18,100,cartão,sem_campanha
2880,750,2029-11-19,120,cartão,black_friday
2881,269,2029-11-20,190,cartão,sem_campanha
2882,833,2029-11-21,241,pix,dia_maes
2883,400,2029-11-22,156,pix,sem_campanha
2884,503,2029-11-23,50,boleto,natal
2885,86,2029-11-24,178,cartão,sem_campanha
2886,320,2029-11-25,130,cartão,black_friday
2887,32,2029-11-26,95,cartão,sem_campanha
2888,336,2029-11-27,109,pix,sem_campanha
2889,51,2029-11-28,112,cartão,dia_maes
2890,79,2029-11-29,79,pix,sem_campanha
2891,698,2029-11-30,146,pix,black_friday
2892,174,2029-12-01,241,cartão,sem_campanha
2893,948,2029-12-02,95,boleto,dia_pais
2894,618,2029-12-03,239,pix,sem_campanha
2895,501,2029-12-04,160,boleto,sem_campanha
2896,575,2029-12-05,145,cartão,natal
2897,76,2029-12-06,133,boleto,dia_pais
2898,316,2029-12-07,109,cartão,ano_novo
2899,833,2029-12-08,164,cartão,sem_campanha
2900,373,2029-12-09,176,cartão,sem_campanha
2901,81,2029-12-10,28,cartão,black_friday
2902,873,2029-12-11,277,boleto,dia_pais
2903,640,2029-12-12,59,cartão,sem_campanha
2904,695,2029-12-13,123,cartão,ano_novo
2905,755,2029-12-14,22,cartão,sem_campanha
2906,697,2029-12-15,136,pix,black_friday
2907,732,2029-12-16,126,boleto,volta_as_aulas
2908,71,2029-12-17,124,cartão,sem_campanha
2909,969,2029-12-18,165,pix,dia_maes
2910,854,2029-12-19,137,cartão,sem_campanha
2911,666,2029-12-20,176,cartão,black_friday
2912,757,2029-12-21,88,boleto,volta_as_aulas
2913,652,2029-12-22,153,pix,sem_campanha
2914,71,2029-12-23,118,boleto,dia_maes
2915,46,2029-12-24,131,cartão,black_friday
2916,47,2029-12-25,163,cartão,sem_campanha
2917,591,2029-12-26,124,cartão,sem_campanha
2918,422,2029-12-27,144,cartão,sem_campanha
2919,149,2029-12-28,92,cartão,sem_campanha
2920,910,2029-12-29,204,cartão,natal
2921,130,2029-12-30,186,cartão,natal
2922,456,2029-12-31,154,cartão,black_friday
2923,639,2030-01-01,137,cartão,sem_campanha
2924,877,2030-01-02,144,boleto,sem_campanha
2925,631,2030-01-03,203,cartão,sem_campanha
2926,966,2030-01-04,182,pix,sem_campanha
2927,997,2030-01-05,204,cartão,ano_novo
2928,869,2030-01-06,132,cartão,natal
2929,505,2030-01-07,174,cartão,natal
2930,929,2030-01-08,209,cartão,natal
2931,774,2030-01-09,103,cartão,dia_pais
2932,244,2030-01-10,100,pix,dia_pais
2933,474,2030-01-11,163,cartão,sem_campanha
2934,382,2030-01-12,88,cartão,natal
2935,103,2030-01-13,59,cartão,sem_campanha
2936,489,2030-01-14,208,boleto,volta_as_aulas
2937,37,2030-01-15,217,cartão,sem_campanha
2938,654,2030-01-16,90,boleto,sem_campanha
2939,549,2030-01-17,78,cartão,sem_campanha
2940,520,2030-01-18,117,cartão,dia_pais
2941,743,2030-01-19,212,cartão,natal
2942,333,2030-01-20,129,boleto,ano_novo
2943,397,2030-01-21,154,boleto,natal
2944,296,2030-01-22,166,cartão,volta_as_aulas
2945,107,2030-01-23,158,cartão,dia_maes
2946,860,2030-01-24,224,cartão,volta_as_aulas
2947,954,2030-01-25,114,cartão,sem_campanha
2948,530,2030-01-26,144,cartão,dia_maes
2949,825,2030-01-27,161,boleto,sem_campanha
2950,83,2030-01-28,147,boleto,dia_maes
2951,934,2030-01-29,89,cartão,dia_maes
2952,288,2030-01-30,76,pix,ano_novo
2953,982,2030-01-31,75,pix,sem_campanha
2954,706,2030-02-01,186,cartão,sem_campanha
2955,461,2030-02-02,108,cartão,sem_campanha
2956,215,2030-02-03,173,pix,dia_maes
2957,281,2030-02-04,154,cartão,black_friday
2958,732,2030-02-05,101,cartão,natal
2959,954,2030-02-06,102,boleto,dia_pais
2960,459,2030-02-07,156,cartão,sem_campanha
2961,801,2030-02-08,153,boleto,sem_campanha
2962,344,2030-02-09,174,cartão,dia_maes
2963,194,2030-02-10,127,cartão,sem_campanha
2964,158,2030-02-11,107,cartão,ano_novo
2965,465,2030-02-12,155,cartão,black_friday
2966,104,2030-02-13,220,cartão,dia_pais
2967,34,2030-02-14,56,cartão,volta_as_aulas
2968,102,2030-02-15,110,boleto,sem_campanha
2969,639,2030-02-16,179,cartão,dia_maes
2970,726,2030-02-17,160,cartão,sem_campanha
2971,325,2030-02-18,180,cartão,volta_as_aulas
2972,944,2030-02-19,128,cartão,dia_maes
2973,808,2030-02-20,69,cartão,dia_pais
2974,691,2030-02-21,233,cartão,sem_campanha
2975,592,2030-02-22,204,pix,sem_campanha
2976,141,2030-02-23,148,cartão,sem_campanha
2977,474,2030-02-24,107,boleto,dia_maes
2978,31,2030-02-25,125,cartão,dia_pais
2979,884,2030-02-26,161,cartão,dia_pais
2980,935,2030-02-27,137,cartão,natal
2981,63,2030-02-28,149,boleto,sem_campanha
2982,560,2030-03-01,230,cartão,dia_pais
2983,87,2030-03-02,196,cartão,dia_pais
2984,304,2030-03-03,91,cartão,dia_maes
2985,61,2030-03-04,153,boleto,volta_as_aulas
2986,396,2030-03-05,123,boleto,sem_campanha
2987,334,2030-03-06,164,cartão,sem_campanha
2988,952,2030-03-07,146,cartão,sem_campanha
2989,786,2030-03-08,298,boleto,sem_campanha
2990,411,2030-03-09,171,boleto,dia_maes
2991,284,2030-03-10,143,cartão,sem_campanha
2992,466,2030-03-11,242,pix,black_friday
2993,80,2030-03-12,160,cartão,sem_campanha
2994,692,2030-03-13,74,cartão,sem_campanha
2995,784,2030-03-14,143,cartão,sem_campanha
2996,77,2030-03-15,180,cartão,black_friday
2997,954,2030-03-16,174,cartão,sem_campanha
2998,733,2030-03-17,200,cartão,sem_campanha
2999,905,2030-03-18,157,cartão,sem_campanha
3000,794,2030-03-19,154,cartão,black_friday
3001,540,2030-03-20,79,cartão,dia_pais
3002,361,2030-03-21,226,cartão,black_friday
3003,77,2030-03-22,134,pix,dia_pais
3004,509,2030-03-23,101,cartão,ano_novo
3005,164,2030-03-24,281,cartão,sem_campanha
3006,9,2030-03-25,234,cartão,dia_maes
3007,175,2030-03-26,127,boleto,sem_campanha
3008,462,2030-03-27,55,cartão,natal
3009,307,2030-03-28,114,cartão,dia_pais
3010,588,2030-03-29,228,boleto,sem_campanha
3011,245,2030-03-30,158,cartão,sem_campanha
3012,122,2030-03-31,82,cartão,ano_novo
3013,185,2030-04-01,189,cartão,dia_maes
3014,32,2030-04-02,139,boleto,dia_pais
3015,998,2030-04-03,117,cartão,natal
3016,963,2030-04-04,121,pix,dia_pais
3017,762,2030-04-05,215,cartão,natal
3018,569,2030-04-06,177,boleto,sem_campanha
3019,310,2030-04-07,75,cartão,black_friday
3020,372,2030-04-08,168,cartão,natal
3021,656,2030-04-09,155,cartão,sem_campanha
3022,830,2030-04-10,128,cartão,sem_campanha
3023,596,2030-04-11,131,cartão,sem_campanha
3024,992,2030-04-12,106,boleto,sem_campanha
3025,56,2030-04-13,116,cartão,dia_maes
3026,791,2030-04-14,164,cartão,dia_maes
3027,273,2030-04-15,136,cartão,sem_campanha
3028,464,2030-04-16,177,cartão,sem_campanha
3029,678,2030-04-17,110,boleto,sem_campanha
3030,456,2030-04-18,185,cartão,dia_pais
3031,979,2030-04-19,215,cartão,dia_maes
3032,670,2030-04-20,149,cartão,sem_campanha
3033,249,2030-04-21,176,cartão,dia_maes
3034,698,2030-04-22,177,cartão,sem_campanha
3035,994,2030-04-23,124,cartão,sem_campanha
3036,78,2030-04-24,178,boleto,sem_campanha
3037,534,2030-04-25,36,boleto,dia_maes
3038,108,2030-04-26,16,boleto,dia_maes
3039,273,2030-04-27,133,boleto,black_friday
3040,764,2030-04-28,181,cartão,sem_campanha
3041,15,2030-04-29,145,cartão,ano_novo
3042,370,2030-04-30,187,boleto,dia_maes
3043,304,2030-05-01,89,boleto,dia_maes
3044,672,2030-05-02,194,cartão,black_friday
3045,205,2030-05-03,231,cartão,sem_campanha
3046,981,2030-05-04,115,cartão,sem_campanha
